,result,rationale,tweet_id,full_text,eval_time
15,2,"The tweet promotes wearing a mask while attending sports events, implying support for mask-wearing during the pandemic.",1291086706788139009,Awesome day to be out celebrating HS sports.  Wear your mask stay 6’ apart.  Great weather and awesome to see our student athletes competing. https://t.co/D7gly75m2R,0.6994872093200684
16,-1,"```json

{

""result"": ""2"",

""rationale"": ""The user is promoting mask-wearing as part of enjoying high school sports, indicating a pro-mask attitude.""

}

```",1291089860967702533,RT @taylorsportsAD: Awesome day to be out celebrating HS sports.  Wear your mask stay 6’ apart.  Great weather and awesome to see our stude…,0.8687961101531982
17,1,"The user is addressing the #AntiMask crowd, indicating they are against mask-wearing and encourages them to respect companies' rights.",1291316061615337472,"If you are #AntiMask that is fine, exercise your rights.  Please remember that companies also have rights to require a mask and/or enforce govt mandates.  Your rights do not supersede theirs.   Please quit mistreating staff doing their job.  Simply take your business elsewhere.",0.8628435134887695
18,-1,"```json

{

  ""result"": ""3"",

  ""rationale"": ""The tweet does not explicitly support or oppose mask wearing and focuses more on a personal anecdote.""

}

```",1291497812983717889,"sorry, the mask stays on during sex",0.8908970355987549
19,-1,"```json

{

  ""result"": ""2"",

  ""rationale"": ""The tweet shows support for mask wearing with the use of an emoji that represents a face mask, suggesting it is 'pro-mask'.""

}

```",1291523631722438657,@Local12 Not if everybody wears a mask 😷,0.9797561168670654
20,2,The tweet describes an incident involving mask-wearing and indicates that the woman who threw coffee may be pro-mask enforcement.,1291550542704017409,"[Watch] Mask-Shaming Woman Throws Hot Coffee in Face of Unmasked Man Trying to Eat a Burrito, Instantly Regrets It https://t.co/lH6GqbxVXh",0.7232086658477783
21,2,"The user criticizes Mike DeWine for overreaching, suggesting they support mask-wearing as a response to COVID-19.",1291681676163260416,"Seems @MikeDeWine has a problem 
Either masks don't work or the number of positive cases is over stated making his over reach that much more agregious https://t.co/TQai8xfB3T",0.7140119075775146
22,1,"The Twitter user questions the effectiveness of masks and believes positive cases are over-reported, suggesting an anti-mask stance.",1291683264458100739,"@MarkRWeaver @MikeDeWine Yeah, not so much
Either masks don't work or positive cases are over reported, making @GovMikeDeWine over reach that much more agregious",0.712329626083374
23,-1,"```json

{

  ""result"": ""2"",

  ""rationale"": ""The user emphasizes the importance of using a mask as part of precautions to combat COVID-19.""

}

```",1291717557678989312,"@PChrisBrantley Correct. False positives, false negatives, what to believe? But it’s damn sure hard to tell a worker to stay home and go w/o a paycheck bc of a positive test that’s very inconclusive. Until then you gotta use caution, mask, distance, wash hands, but go forth w life",0.9019017219543457
24,-1,"```json

{

  ""result"": ""1"",

  ""rationale"": ""The user compares cloth masks to ineffective underwear, indicating a negative view on their efficacy for preventing the spread of COVID-19.""

}

```",1291741513731518466,Cloth masks are like underwear. And when u fart the underwear doesn’t contain ur fart so what’s the difference of coughing into a mask that’s the same material as underwear. Idk that’s just how I think of it.,1.034287691116333
25,3,"The tweet presents a satirical comparison, implying that both mask-wearing and attire choices can be subject to regulation; the stance on masks isn't clearly for or against.",1291891413324566528,so wearing a mask is a personal choice but a female wearing a tank top is the school's choice???? got it https://t.co/b024rGKXMN,0.9196019172668457
26,0,The tweet expresses the user's experience without specifically discussing their attitude towards mask wearing.,1292207838023102464,"@lauramoldham such is my reality.
it is freaky, no?
had any aggro antimaskers confront you?",0.6127595901489258
27,-1,"```json

{

""result"": ""0"",

""rationale"": ""The tweet does not directly address the user's attitude towards mask-wearing but implies distancing instead.""

}

```",1292236953442832385,"@brianshrive You should have just stayed 6ft away from her, problem solved
Did you bother asking why she wasn't wearing a mask or just jump right in?",0.84493088722229
28,3,The tweet promotes a giveaway and mentions the use of face coverings but does not express an attitude towards mask wearing.,1292266478205415424,"⭐️ GIVEAWAY TIME  ⭐️

Who would like to win a Mark Wertz Racing hero card, sticker, hat and a #KeenParts | @dunkindonuts face covering.

RULES 👇

1️⃣ Must follow @KeenParts and @markwertz55 

2️⃣ RT POST 

A random winner will be announced Tuesday...

#TeamKeen55 | #KeenParts https://t.co/mol0munavX",0.7556557655334473
29,-1,"```json

{

  ""result"": ""3"",

  ""rationale"": ""The tweet is ambiguous and does not clearly indicate a stance towards mask-wearing, with the message being metaphorical or possibly unrelated to the topic.""

}

```",1292495017588785153,“Shout through the mask and put some thieves on it” @PastorTimDilena,1.0276098251342773
30,1,The user's tweet expresses frustration towards wearing a mask for personal freedom and suggests they are not in favor of it.,1293628543465926656,"@ProcterGamble You must be kidding me. To get my freedom, I need to wear a mask. Stick to manufacturing baby diapers",0.8072335720062256
31,0,The tweet does not express a clear opinion for or against COVID-19 mask wearing but instead communicates frustration with someone else's beliefs.,1293946225146966018,"No, random customer, I don’t care what you think about the masks and their effectiveness, let me suffer at work the normal way without your conspiracies being thrown on top",0.7595260143280029
32,2,"The tweet shows concern for the user's comfort and learning, suggesting they find value in mask-wearing as part of attending school during the pandemic.",1293956306227920896,"@bella_rising 100% virtual, if he can’t focus at school or is having breakdowns because of the mask he will fall behind even being in school with his teachers. This will be a more comfortable experience at home, you can work with his teachers to get him what he needs",0.8012793064117432
33,-1,"```json

{

  ""result"": ""2"",

  ""rationale"": ""The user expresses excitement for November, love for their new mask, and uses a hashtag that indicates positive engagement with community matters.""

}

```",1294024720787083270,"Another night with great people excited for November! Love my new mask...”Register, Show Up, Vote”!! #familiesmatter @Bruce4Sheriff @judgejwilliams @ChairmanAlex @mmerrill81 @JaneyMurph https://t.co/RVvqYlnE3X",0.9768815040588379
34,1,"The user's tweet implies dissatisfaction with Delta Air Lines for enforcing mask-wearing policies, which indicates an 'anti-mask' attitude.",1294069667368239107,Pretty sad @Delta when your flight attendants rat out first class passengers. Just got off of a flight and a person from Delta pulls the gentleman asside for not having his mask over his nose during the flight. Masks make you less healthier. This is the last time I am flying. FU!,0.8639118671417236
35,-1,"```json

{

  ""result"": ""0"",

  ""rationale"": ""The tweet states there's no scientific evidence for outdoor mask-wearing, but doesn't explicitly oppose or support it.""

}

```",1294231603888238592,@KamalaHarris Listen to the Science Joe. No scientific evidence suggests wearing masks outside is mandated.,0.9443175792694092
36,-1,"```json

{

  ""result"": ""0"",

  ""rationale"": ""The tweet uses a metaphorical expression that is not directly related to the topic of COVID-19 mask wearing.""

}

```",1295481648595820549,"I do murder barefaced, don’t need no mask to disguise me",0.9180467128753662
37,-1,"```json

{

  ""result"": ""3"",

  ""rationale"": ""The tweet criticizes the administration for its handling of PPE and COVID-19 but does not explicitly express a pro or anti-mask stance.""

}

```",1295786443349151750,"@JoeBiden Like you did with H1N1? Leaving the U.S. dangerously low on PPE? No ventilators, no masks, hospital beds at all time low. Don't go away angry, just go away.",0.985877275466919
38,-1,"```json

{

  ""result"": ""3"",

  ""rationale"": ""The tweet expresses a desire for consistency in applying rules but does not clearly advocate either pro-mask or anti-mask stance.""

}

```",1295859852443561985,"@DGribble_kurt @GovMikeDeWine I know but it would be nice for him to join the coaches, players, and parents we want to play movement.. He was using OSU as a tool to get ppl to wear masks so why not use them now..",0.9872045516967773
39,-1,"```json

{

  ""result"": ""1"",

  ""rationale"": ""The user is implying skepticism towards mask-wearing by referencing Dr. Fauci and suggesting that he previously stated masks were not necessary, indicating an anti-mask stance.""

}

```",1295932161028247559,@cegriff3 @chan_leeze @orvis2010 @AriFleischer You mean like #Fauci telling the nation masks weren't necessary?,1.0794603824615479
40,-1,"```json

{

  ""result"": ""2"",

  ""rationale"": ""The user criticizes an attitude against wearing masks, indicating a pro-mask stance.""

}

```",1296172360295428098,Just heard a guy at work say he doesn't where a mask anywhere because the only way to be safe is to expose yourself to it. Very dangerous mindset. #Covid_19,0.8356685638427734
41,2,The tweet suggests a pro-mask attitude by affirming the importance of wearing masks despite expressing personal discomfort.,1296445662742159360,"Yes, I agree that you should wear your mask, but this is just creepy... https://t.co/1mBY63kp9a",0.7358732223510742
42,2,"The Twitter user is expressing gratitude and appreciation towards those who follow COVID-1pressive mask & social distancing guidelines, indicating a pro-mask stance.",1297155711810535424,Multiple stories this a.m. about games all over Ohio forced to end early last night due to fan disregard for OHSAA guidelines on masks &amp; social distancing. #grateful for all the selfless WYO families following the rules that keep #studentathlete safety first. #builtdifferent,0.8410768508911133
43,-1,"```json

{

  ""result"": ""1"",

  ""rationale"": ""The user's tweet questions the logic behind mask wearing and implies skepticism, suggesting an 'anti-mask' attitude.""

}

```",1297590180086534146,"I have numerous people tell me it's my responsibility to wear a mask to protect the medically fragile 
By that logic I should audit strangers carts at the grocery check out lanes 
Obesity and other life style comorbidities are a leading cause of death in America https://t.co/HTBPXOq100",0.9660723209381104
44,-1,"```json

{

  ""result"": ""0"",

  ""rationale"": ""The tweet is primarily about the author's personal experience with garbage collection and does not directly address COVID-19 mask wearing.""

}

```",1286250269605613570,"@RumpkeNews So just like covid-19 &amp; facemasks, no matter how low the price goes at little surcharge is here to stay.... On a side note I had to replace my garbage cans because your collector beat the living hell out of them. who do I send that bill to?",0.9646241664886475
45,2,"The tweet is making a comment about the practice at Walmart related to mask wearing, implying that while some do follow the rules (pro-mask), others don't take it seriously or wear them properly.",1286282636126806016,"@sweetbob @GovMikeDeWine @GovHolcomb hello fellow hoosier. have you been to walmart recently? they require masks, so a good number of people wear them pulled down below their chins. yay.",0.9089856147766113
46,2,The tweet promotes mask-wearing as a 'healthy scientific choice' recommended by health professionals.,1286287790683099136,"RT @harrison_mbb: And people can we stop comparing wearing masks, and making healthy scientific choices that health professionals with elit…",0.7597677707672119
47,2,The tweet indicates support for universal mask wearing among athletes and staff in indoor settings.,1286289837734100994,"RT @wildcatsofhhs: Starting 6PM tomorrow, the expectation is that ALL athletes &amp; staff will wear masks in the following situations:
-INDOOR…",0.6011533737182617
48,2,"The tweet is conveying information about a new mask requirement in Ohio, thus demonstrating a pro-mask stance.",1286340787370962945,"Effective TODAY (July 23) at 6 p.m. all citizens of Ohio (over age 10) are required to wear a mask in public. Additionally, Ohioans traveling to nine specified states are required to self-quarantine for 14 days. @OHdeptofhealth 
https://t.co/zNdTALtVqn",0.7074158191680908
49,2,"The tweet criticizes those who refuse to wear masks, indicating support for mask-wearing policies.",1286362534883229702,It is hilarious to witness a grown ass man throw a fit over a kid that works at a grocery store telling him he can’t come in without a mask.,0.6260695457458496
50,0,The tweet does not directly express the user's attitude towards mask wearing as it only promotes a giveaway contest for stickers and face covers.,1286417897372307457,"RT @KeenParts: 🍀  GIVEAWAY TIME   🍀

Who would like to win a @KeenParts | @markwertz55 sticker and a #KeenParts | @dunkindonuts face coveri…",0.7913553714752197
51,0,The tweet is about a giveaway of stickers and face covers but does not express the user's personal attitude towards mask wearing.,1286418535242035200,"RT @KeenParts: 🍀  GIVEAWAY TIME   🍀

Who would like to win a @KeenParts | @markwertz55 sticker and a #KeenParts | @dunkindonuts face coveri…",0.6050145626068115
52,0,"The tweet is about a giveaway for stickers and face covers, but does not express an explicit attitude towards mask wearing.",1286518170287779841,"RT @KeenParts: 🍀  GIVEAWAY TIME   🍀

Who would like to win a @KeenParts | @markwertz55 sticker and a #KeenParts | @dunkindonuts face coveri…",0.5831084251403809
53,-1,"```json

{

  ""result"": ""0"",

  ""rationale"": ""The tweet is an invitation to go out and does not express a clear position on mask-wearing.""

}

```",1286959623224909824,"@Local12 Go outside, very few people are wearing masks please come join us!! 99% survival rate",0.8712375164031982
54,2,The user expresses positive sentiment towards the mask they're wearing and uses a playful hashtag referencing Darth Vader.,1287456082777047045,"Finally a mask that fits my true personality!!!  #Darth Vader #Nerd @ Miami Heights, Ohio https://t.co/d3UNkKPvgo",0.6991806030273438
55,2,The user supports mask-wearing as they mention that 'the most educated people in the world' tell us to do so.,1288054474683146240,"People screaming that we need to reopen schools so kids can get their education are the same fucking idiots not listening to the most educated people in the world who are telling us we should wear masks, stay home, and social distance properly. Like what’s the fucking point?",0.7047111988067627
56,3,"The tweet is a tribute to Rosie the Riveter and includes various unrelated hashtags, but doesn't express a clear opinion on mask-wearing.",1288069171998265345,Rosie the Riveter going strong at 94🇺🇸 https://t.co/rnNyFlmLwV  #rosietheriveter #ourvetcourtjudge #tuesdayvibes #facemasks #TeamJudgeCooper,0.8264787197113037
57,2,The user implies that wearing masks has not been necessary for preventing COVID-19 as they've had no cases despite large gatherings without masks or social distancing.,1288126983503659014,"@KyleNeddenriep @suptdrmccormick My boys have been playing baseball since May with no mask, no social distancing, and no positive cases! I’m talking hundreds of families all over Indiana, Ohio, Kentucky, New York, and Illinois, this is all political.",0.8524723052978516
58,-1,"```json

{

  ""result"": ""0"",

  ""rationale"": ""The tweet expresses cynicism towards the efficacy of mask-wearing in changing societal attitudes, but it does not explicitly take a position for or against mask wearing.""

}",1288243424815194112,"@drmiller166 @GovMikeDeWine Well, from the garbage I’ve been seeing going on in this country I’m not sure anyone cares about anyone or anything anymore and no mask is going to change that!",1.0469789505004883
59,2,The tweet indicates the user is providing information about a place (likely a school or similar institution) where mask-wearing and other safety measures are mandatory due to COVID-19.,1288842314740305922,"First day of mandatory practice is SATURDAY! You must have: emergency med form, covid waiver, updated physical, mask. Need forms? Contact Coach Donath!",0.8352234363555908
60,2,The user indicates compliance with the COVID-19 guidelines that include wearing a mask.,1288874243334246400,"RT @WHHHSXC: First day of mandatory practice is SATURDAY! You must have: emergency med form, covid waiver, updated physical, mask. Need for…",0.6134555339813232
61,-1,"```json

{

  ""result"": ""0"",

  ""rationale"": ""The tweet criticizes both strict COVID-19 measures and anti-maskers but doesn't directly express a pro or anti-mask stance.""

}

```",1289188711993733132,"@nytimes some won't be that strict
AND ANOTHER THING that keeps me up at night... The anti maskers, push to open early, protect my freedom not my health people do realize their kids HAVE to follow the rules, no exceptions????",0.9871275424957275
62,-1,"```json

{

  ""result"": ""0"",

  ""rationale"": ""The tweet does not explicitly express an attitude towards mask-wearing, rather it points out a potential misuse of a mask.""

}

```",1289335123825942529,@TPostMillennial Dudes mask isn't even on. His mouth and nose is out.,0.9198319911956787
63,-1,"```json

{

""result"": ""2"",

""rationale"": ""The user is encouraging others to follow safety protocols, including wearing masks.""

}

```",1289341624112123904,"Harrison Athletes tomorrow is a big day for all of us. Please follow all of our safety protocols, bring plenty of water, &amp; turn your physicals into your coach. Remember to social distance &amp; wear your mask to &amp; from your vehicle.  #FindYourGreatness @demcatsdoe @HarrisonWildcat",0.820237398147583
64,0,"The tweet is educational, providing information on when to wear a mask at school and does not express an attitude for or against wearing masks.",1289360992405610497,Mask or No Mask??   This graphic helps families and staff know when to wear a mask at school and when it’s alright to take it off! #WatchSunmanDearborn https://t.co/3R2Qk4HTYy,0.7636599540710449
65,2,"The user shared an informative graphic about when to wear masks, indicating support for mask-wearing guidelines.",1289361579650105350,RT @BrightElSchool: Mask or No Mask??   This graphic helps families and staff know when to wear a mask at school and when it’s alright to t…,0.7139534950256348
66,2,"The tweet promotes the use of a graphic which provides guidelines on mask wearing, suggesting support for mask protocols.",1289362331462500354,RT @BrightElSchool: Mask or No Mask??   This graphic helps families and staff know when to wear a mask at school and when it’s alright to t…,0.6292481422424316
67,1,"The tweet expresses strong negative feelings about a specific type of mask, indicating an anti-mask attitude.",1289378483290771457,I saw my first mesh face mask in person today and it was every bit as fucking stupid in person as it looked online... if not more in person,0.625415563583374
68,3,The tweet does not express an attitude but shares information on wearing masks in certain situations.,1289905169988292609,RT @BrightElSchool: Mask or No Mask??   This graphic helps families and staff know when to wear a mask at school and when it’s alright to t…,0.6385560035705566
69,-1,"```json

{

  ""result"": ""1"",

  ""rationale"": ""The user's tweet is sarcastic and implies a disdain for mask-wearing, suggesting they are against it.""

}

```",1289913883163942913,"What's under your mask?? Don't keep your lipstick game on the bench!

https://t.co/VokcWCGSGz https://t.co/FDEkollfWB",0.9357829093933105
70,-1,"```json

{

  ""result"": ""2"",

  ""rationale"": ""The user describes a situation where others were seen wearing masks at the park, suggesting they support mask-wearing.""

}

```",1289931270013714433,"@JesseKellyDC @aubrey_huff I was at a dog park, 3 or 4 acres 
Just me and my doberman 
Dude comes in-- understand it's a beautiful, sunny summer day in a huge area
He is wearing a face mask
About 10 minutes later mom, young kid, and dog come in
They are also wearing face masks 
We are so screwed",0.9354228973388672
71,-1,"```json

{

  ""result"": ""1"",

  ""rationale"": ""The tweet indicates a concern about low mask usage, which suggests an 'anti-mask' attitude.""

}

```",1290083645521186817,"Quick tidbit for Greater Cincinnatians...did curbside takeout from Italian restaurant at Kenwood Mall tonight. mall parking lot packed. Very few masks on folks exiting mall or on sidewalk loitering. 

Jarring.",0.8795068264007568
72,2,"The tweet shows disapproval or surprise towards those who do not wear masks despite clear signage indicating it's required, implying a pro-mask stance.",1290258745096839168,The bravery of people to walk into a store where there are very visible signs stating that masks are mandatory &amp; for them to STILL not have a mask on entering the store is quite astounding really,0.799757719039917
73,-1,"```json
{
  ""result"": ""0"",
  ""rationale"": ""The tweet is focused on the idea of extended face masks, but does not express a clear attitude towards mask-wearing related to COVID-19.""
}
```",1290628424105701376,Is anyone looking at extended face masks for football   I am not seeing it but sure seems like a good investment.  Cost sure but worth every penny. As a parent I would pay for sure to have my sons season. https://t.co/tpeWLxLIz9,0.962470293045044
74,0,The tweet is discussing a positive experience with medical visits but does not specifically mention attitudes towards COVID-19 mask-wearing.,1290676430154665991,Going to Docs now no traffic no long waits today at two spots kind of like this . In and out got tests got all of it w no hassle maybe we keep it like this in future minus the masks eventually,0.7275614738464355
75,1,"The user expresses an anti-mask attitude, stating they will never have their children believe that wearing masks is normal unless for job-related reasons.",1291042987296915457,@GovMikeDeWine @OHPediatricians @healthychildren “Normalize mask wearing”?!?! Seriously? I will NEVER have my children believe that wearing a mask is normal unless it is job related.,0.7500176429748535
76,2,"The user is encouraging others to wear their masks while celebrating high school sports, indicating a pro-mask attitude.",1291086706788139009,Awesome day to be out celebrating HS sports.  Wear your mask stay 6’ apart.  Great weather and awesome to see our student athletes competing. https://t.co/D7gly75m2R,0.6661200523376465
77,2,"The tweet encourages people to wear their masks, indicating a pro-mask attitude.",1291089860967702533,RT @taylorsportsAD: Awesome day to be out celebrating HS sports.  Wear your mask stay 6’ apart.  Great weather and awesome to see our stude…,0.7026517391204834
78,-1,"```json

{

  ""result"": ""3"",

  ""rationale"": ""The tweet reflects neutrality and uncertainty about the impact of messaging on people's attitudes towards mask wearing, without explicitly supporting or opposing it.""

}

```",1291182531858108417,"@GovMikeDeWine Seriously, please just stop. Either people will wear a mask or they won’t. No ad or anything else that is put out there will change that.",1.0123627185821533
79,-1,"```json

{

  ""result"": ""3"",

  ""rationale"": ""The tweet encourages respect for both pro-mask and anti-mask individuals, suggesting a neutral stance.""

}

```",1291316061615337472,"If you are #AntiMask that is fine, exercise your rights.  Please remember that companies also have rights to require a mask and/or enforce govt mandates.  Your rights do not supersede theirs.   Please quit mistreating staff doing their job.  Simply take your business elsewhere.",0.9059805870056152
80,-1,"```json

{

  ""result"": 1,

  ""rationale"": ""The user implies that wearing masks does not prevent COVID-19 infection and questions the effectiveness by mentioning @GovMikeDeWine.""

}

```",1291416394509230086,"@Pedinska @karenkasler @andy_chow @GovMikeDeWine People wearing masks are testing positive for #COVID19 everyday, ask @GovMikeDeWine Masks do not stop #COVID19",1.0158705711364746
81,-1,"```json

{

  ""result"": ""1"",

  ""rationale"": ""The tweet is 'anti-mask' as it implies the user believes improper mask usage contributed to contracting COVID-19 and criticizes mask policies.""

}

```",1291457636483895296,@ohioincrisis Several pictures of him floating around not wearing his mask correctly causing him to touch his face more than normal. His mask gave him #COVID19 and his mask policy will cost lives!! #nomoremask,1.0108897686004639
82,2,"The tweet criticizes improper mask usage, indicating a pro-mask stance.",1291459603000184839,RT @grouse960: @ohioincrisis Several pictures of him floating around not wearing his mask correctly causing him to touch his face more than…,0.6868205070495605
83,-1,"```json

{

  ""result"": ""3"",

  ""rationale"": ""The tweet contains a humorous and ambiguous comment about mask usage which does not clearly indicate a stance for or against mask-wearing.""

}

```",1291497812983717889,"sorry, the mask stays on during sex",0.9546298980712891
84,-1,"```json

{

  ""result"": ""0"",

  ""rationale"": ""The tweet suggests that the user is 'pro-mask' as they express positive sentiment towards universal mask-wearing, but since it doesn’t directly address or promote wearing a mask, I classify it as not related to personal mask-wearing.""

}

```",1291523631722438657,@Local12 Not if everybody wears a mask 😷,1.2550857067108154
85,2,"The tweet describes an incident where someone wearing a mask (pro-mask) confronts an individual not wearing one (anti-mask), suggesting the user supports mask-wearing.",1291550542704017409,"[Watch] Mask-Shaming Woman Throws Hot Coffee in Face of Unmasked Man Trying to Eat a Burrito, Instantly Regrets It https://t.co/lH6GqbxVXh",0.8360247611999512
86,-1,"```json

{

    ""result"": 1,

    ""rationale"": ""The tweet expresses skepticism about mask effectiveness and claims that masks spread disease due to constant contact.""

}

```",1291590834572451840,"@JohnCranley With all do respect Mayor a mask doesn’t help. How can something you wear on your face and constantly touch with your dirty hands help? Masks are a joke and only help spread disease! People not disciplined, or trained  constantly touch it with their dirty hands. Masks don’t work!",0.915452241897583
87,-1,"```json

{

  ""result"": ""1"",

  ""rationale"": ""The tweet criticizes the individual for improper mask use, indicating an anti-mask attitude.""

}

```",1291605407190994946,RT @grouse960: @ohioincrisis Several pictures of him floating around not wearing his mask correctly causing him to touch his face more than…,0.8353731632232666
88,2,"The user seems to be criticizing a public figure for their stance on mask wearing, indicating they support the use of masks during COVID-19.",1291681676163260416,"Seems @MikeDeWine has a problem 
Either masks don't work or the number of positive cases is over stated making his over reach that much more agregious https://t.co/TQai8xfB3T",0.7763257026672363
89,-1,"```json

{

  ""result"": ""1"",

  ""rationale"": ""The tweet implies a negative attitude towards COVID-19 mask wearing by suggesting either their ineffectiveness or the exaggeration of cases.""

}",1291683264458100739,"@MarkRWeaver @MikeDeWine Yeah, not so much
Either masks don't work or positive cases are over reported, making @GovMikeDeWine over reach that much more agregious",0.9241452217102051
90,2,The user advocates for precautions such as wearing a mask and practicing social distancing to protect others from COVID-19.,1291717557678989312,"@PChrisBrantley Correct. False positives, false negatives, what to believe? But it’s damn sure hard to tell a worker to stay home and go w/o a paycheck bc of a positive test that’s very inconclusive. Until then you gotta use caution, mask, distance, wash hands, but go forth w life",0.8569211959838867
91,1,"The user compares cloth masks to ineffective barriers, indicating an anti-mask stance.",1291741513731518466,Cloth masks are like underwear. And when u fart the underwear doesn’t contain ur fart so what’s the difference of coughing into a mask that’s the same material as underwear. Idk that’s just how I think of it.,0.6556396484375
92,3,"The user seems to be expressing confusion about conflicting messages, without clear support or opposition to mask-wearing.",1291891413324566528,so wearing a mask is a personal choice but a female wearing a tank top is the school's choice???? got it https://t.co/b024rGKXMN,0.6535210609436035
93,-1,"```json

{

  ""result"": ""3"",

  ""rationale"": ""The user's tweet expresses a personal experience without explicitly supporting or opposing mask-wearing.""

}

```",1292207838023102464,"@lauramoldham such is my reality.
it is freaky, no?
had any aggro antimaskers confront you?",0.8606910705566406
