,result,rationale,tweet_id,full_text,eval_time
13,2,"the user sees extended face masks as a valuable investment for football, indicating they are in favor of mask-wearing",1290628424105701376,Is anyone looking at extended face masks for football   I am not seeing it but sure seems like a good investment.  Cost sure but worth every penny. As a parent I would pay for sure to have my sons season. https://t.co/tpeWLxLIz9,2.096890687942505
14,1,"the user expresses a desire to eventually be rid of mask-wearing, indicating an anti-mask sentiment",1290676430154665991,Going to Docs now no traffic no long waits today at two spots kind of like this . In and out got tests got all of it w no hassle maybe we keep it like this in future minus the masks eventually,1.9575474262237549
15,2,the user explicitly mentions wearing masks as a necessary precaution in a positive and celebratory tweet,1291086706788139009,Awesome day to be out celebrating HS sports.  Wear your mask stay 6’ apart.  Great weather and awesome to see our student athletes competing. https://t.co/D7gly75m2R,1.9387950897216797
16,2,"the user encourages others to wear masks, indicating a pro-mask attitude",1291089860967702533,RT @taylorsportsAD: Awesome day to be out celebrating HS sports.  Wear your mask stay 6’ apart.  Great weather and awesome to see our stude…,1.7459211349487305
17,3,"The user takes a neutral stance, acknowledging the individual's right to choose not to wear a mask while also emphasizing the company's right to require it.",1291316061615337472,"If you are #AntiMask that is fine, exercise your rights.  Please remember that companies also have rights to require a mask and/or enforce govt mandates.  Your rights do not supersede theirs.   Please quit mistreating staff doing their job.  Simply take your business elsewhere.",2.63342022895813
18,2,"The tweet implies that even in intimate situations, the individual prioritizes wearing a mask, showing a pro-mask attitude.",1291497812983717889,"sorry, the mask stays on during sex",2.2657182216644287
19,2,"The user implies that if everyone wears a mask, it would be effective in preventing the spread of COVID-19, showing a pro-mask attitude.",1291523631722438657,@Local12 Not if everybody wears a mask 😷,2.403355598449707
20,2,the tweet presents an anecdote where someone shames an unmasked individual and the tone implies that mask-wearing is the norm and desirable,1291550542704017409,"[Watch] Mask-Shaming Woman Throws Hot Coffee in Face of Unmasked Man Trying to Eat a Burrito, Instantly Regrets It https://t.co/lH6GqbxVXh",2.3257763385772705
21,1,"the user implies that masks are ineffective, suggesting an anti-mask attitude",1291681676163260416,"Seems @MikeDeWine has a problem 
Either masks don't work or the number of positive cases is over stated making his over reach that much more agregious https://t.co/TQai8xfB3T",1.6924240589141846
22,1,"the user implies that masks may not be effective, suggesting that the governor's measures are excessive",1291683264458100739,"@MarkRWeaver @MikeDeWine Yeah, not so much
Either masks don't work or positive cases are over reported, making @GovMikeDeWine over reach that much more agregious",1.9170444011688232
23,2,the user acknowledges the uncertainty surrounding COVID-19 tests but still advocates for cautionary measures including wearing masks,1291717557678989312,"@PChrisBrantley Correct. False positives, false negatives, what to believe? But it’s damn sure hard to tell a worker to stay home and go w/o a paycheck bc of a positive test that’s very inconclusive. Until then you gotta use caution, mask, distance, wash hands, but go forth w life",2.177112340927124
24,1,"The user compares cloth masks to underwear, implying they are ineffective in containing bodily functions, and expresses skepticism about their ability to prevent COVID-19 transmission.",1291741513731518466,Cloth masks are like underwear. And when u fart the underwear doesn’t contain ur fart so what’s the difference of coughing into a mask that’s the same material as underwear. Idk that’s just how I think of it.,2.46291446685791
25,1,"the individual implies that mask-wearing should not be enforced, using a sarcastic tone to compare it to dress code rules",1291891413324566528,so wearing a mask is a personal choice but a female wearing a tank top is the school's choice???? got it https://t.co/b024rGKXMN,2.1876778602600098
26,2,"the individual mentions 'antimaskers' in a way that implies they are opposing them, suggesting the user is pro-mask.",1292207838023102464,"@lauramoldham such is my reality.
it is freaky, no?
had any aggro antimaskers confront you?",2.278007745742798
27,1,the individual implies that not wearing a mask is acceptable and instead blames the other person for not maintaining social distance,1292236953442832385,"@brianshrive You should have just stayed 6ft away from her, problem solved
Did you bother asking why she wasn't wearing a mask or just jump right in?",2.0552585124969482
28,2,"The user is promoting a giveaway that includes a face covering, indicating a positive attitude towards mask-wearing.",1292266478205415424,"⭐️ GIVEAWAY TIME  ⭐️

Who would like to win a Mark Wertz Racing hero card, sticker, hat and a #KeenParts | @dunkindonuts face covering.

RULES 👇

1️⃣ Must follow @KeenParts and @markwertz55 

2️⃣ RT POST 

A random winner will be announced Tuesday...

#TeamKeen55 | #KeenParts https://t.co/mol0munavX",2.2383127212524414
29,2,"The user is making a humorous comment about adapting to mask-wearing, implying acceptance and encouragement.",1292495017588785153,“Shout through the mask and put some thieves on it” @PastorTimDilena,1.965029001235962
30,1,"The individual expresses frustration and sarcasm about having to wear a mask to gain freedom, implying they are opposed to mask-wearing.",1293628543465926656,"@ProcterGamble You must be kidding me. To get my freedom, I need to wear a mask. Stick to manufacturing baby diapers",2.282550096511841
31,1,"the individual expresses frustration and resistance to wearing masks, implying they are ineffective or part of a conspiracy",1293946225146966018,"No, random customer, I don’t care what you think about the masks and their effectiveness, let me suffer at work the normal way without your conspiracies being thrown on top",1.970012903213501
32,2,"the user is advocating for accommodations for students who struggle with mask-wearing, implying that masks are necessary and important for safety in schools",1293956306227920896,"@bella_rising 100% virtual, if he can’t focus at school or is having breakdowns because of the mask he will fall behind even being in school with his teachers. This will be a more comfortable experience at home, you can work with his teachers to get him what he needs",2.454680919647217
33,2,"the user expresses love for their new mask, indicating a positive attitude towards mask-wearing.",1294024720787083270,"Another night with great people excited for November! Love my new mask...”Register, Show Up, Vote”!! #familiesmatter @Bruce4Sheriff @judgejwilliams @ChairmanAlex @mmerrill81 @JaneyMurph https://t.co/RVvqYlnE3X",2.09202241897583
34,1,"the individual expresses anti-mask sentiment, stating that masks make you 'less healthier' and gets upset when someone is pulled aside for not following mask rules",1294069667368239107,Pretty sad @Delta when your flight attendants rat out first class passengers. Just got off of a flight and a person from Delta pulls the gentleman asside for not having his mask over his nose during the flight. Masks make you less healthier. This is the last time I am flying. FU!,2.5929322242736816
35,1,"The user claims there's no scientific evidence to support mandatory outdoor mask-wearing, implying they're against it.",1294231603888238592,@KamalaHarris Listen to the Science Joe. No scientific evidence suggests wearing masks outside is mandated.,2.2379274368286133
36,1,"The user implies that they are already recognizable without a mask, suggesting that masks are unnecessary and potentially useless.",1295481648595820549,"I do murder barefaced, don’t need no mask to disguise me",2.1888506412506104
37,2,"the user is criticizing a lack of preparedness in terms of PPE, including masks, implying that they believe masks are necessary and important.",1295786443349151750,"@JoeBiden Like you did with H1N1? Leaving the U.S. dangerously low on PPE? No ventilators, no masks, hospital beds at all time low. Don't go away angry, just go away.",2.383967161178589
38,2,"the individual thinks Governor DeWine should use his influence to encourage people to wear masks, implying they are supportive of mask-wearing.",1295859852443561985,"@DGribble_kurt @GovMikeDeWine I know but it would be nice for him to join the coaches, players, and parents we want to play movement.. He was using OSU as a tool to get ppl to wear masks so why not use them now..",2.3390491008758545
39,1,"the user is criticizing Dr. Fauci for initially saying masks weren't necessary, implying they think masks are necessary and Fauci was wrong",1295932161028247559,@cegriff3 @chan_leeze @orvis2010 @AriFleischer You mean like #Fauci telling the nation masks weren't necessary?,2.3332204818725586
40,2,"the individual criticizes someone who doesn't wear a mask, implying that they believe wearing masks is important for safety",1296172360295428098,Just heard a guy at work say he doesn't where a mask anywhere because the only way to be safe is to expose yourself to it. Very dangerous mindset. #Covid_19,2.1065053939819336
41,2,the individual agrees with wearing masks despite finding the scene in the linked video unsettling,1296445662742159360,"Yes, I agree that you should wear your mask, but this is just creepy... https://t.co/1mBY63kp9a",1.7853057384490967
42,2,"The user expresses gratitude towards those who follow mask-wearing and social distancing guidelines, implying they support these measures to ensure student athlete safety.",1297155711810535424,Multiple stories this a.m. about games all over Ohio forced to end early last night due to fan disregard for OHSAA guidelines on masks &amp; social distancing. #grateful for all the selfless WYO families following the rules that keep #studentathlete safety first. #builtdifferent,2.5044033527374268
43,1,"the user is being sarcastic about wearing masks to protect others, implying that they should not be responsible for protecting strangers' health and comparing it to auditing grocery carts, indicating an anti-mask attitude",1297590180086534146,"I have numerous people tell me it's my responsibility to wear a mask to protect the medically fragile 
By that logic I should audit strangers carts at the grocery check out lanes 
Obesity and other life style comorbidities are a leading cause of death in America https://t.co/HTBPXOq100",3.0113813877105713
44,1,"the individual implies that masks, like a surcharge, are an unwanted but permanent addition, showing their anti-mask attitude",1286250269605613570,"@RumpkeNews So just like covid-19 &amp; facemasks, no matter how low the price goes at little surcharge is here to stay.... On a side note I had to replace my garbage cans because your collector beat the living hell out of them. who do I send that bill to?",2.3221187591552734
45,1,the user expresses sarcasm and frustration with people not wearing masks properly at Walmart,1286282636126806016,"@sweetbob @GovMikeDeWine @GovHolcomb hello fellow hoosier. have you been to walmart recently? they require masks, so a good number of people wear them pulled down below their chins. yay.",1.7909727096557617
46,2,"the individual is promoting the idea of listening to health professionals and making healthy scientific choices, implying they are pro-mask.",1286287790683099136,"RT @harrison_mbb: And people can we stop comparing wearing masks, and making healthy scientific choices that health professionals with elit…",2.151008367538452
47,2,The user is sharing a message that promotes and enforces mask-wearing among athletes and staff in certain situations.,1286289837734100994,"RT @wildcatsofhhs: Starting 6PM tomorrow, the expectation is that ALL athletes &amp; staff will wear masks in the following situations:
-INDOOR…",2.1841611862182617
48,2,"the user is sharing official information from a government health department about mask-wearing requirements, indicating support for the policy",1286340787370962945,"Effective TODAY (July 23) at 6 p.m. all citizens of Ohio (over age 10) are required to wear a mask in public. Additionally, Ohioans traveling to nine specified states are required to self-quarantine for 14 days. @OHdeptofhealth 
https://t.co/zNdTALtVqn",2.3847172260284424
49,2,"the individual finds it amusing when someone is denied entry for not wearing a mask, implying they support mask-wearing policies",1286362534883229702,It is hilarious to witness a grown ass man throw a fit over a kid that works at a grocery store telling him he can’t come in without a mask.,2.155181646347046
50,2,"The user is promoting a giveaway that includes a face covering, implying they are in favor of wearing masks.",1286417897372307457,"RT @KeenParts: 🍀  GIVEAWAY TIME   🍀

Who would like to win a @KeenParts | @markwertz55 sticker and a #KeenParts | @dunkindonuts face coveri…",2.2305047512054443
51,0,"the tweet is not related to mask wearing, it's a giveaway announcement",1286418535242035200,"RT @KeenParts: 🍀  GIVEAWAY TIME   🍀

Who would like to win a @KeenParts | @markwertz55 sticker and a #KeenParts | @dunkindonuts face coveri…",1.2400245666503906
52,0,"the tweet is unrelated to mask wearing, it's a giveaway announcement",1286518170287779841,"RT @KeenParts: 🍀  GIVEAWAY TIME   🍀

Who would like to win a @KeenParts | @markwertz55 sticker and a #KeenParts | @dunkindonuts face coveri…",1.3293516635894775
53,1,"The user is encouraging others to not wear masks and is emphasizing the high survival rate of COVID-19, indicating an anti-mask attitude.",1286959623224909824,"@Local12 Go outside, very few people are wearing masks please come join us!! 99% survival rate",2.4689488410949707
54,2,"the individual is excited to have found a mask that fits their personality, implying they are comfortable and supportive of wearing masks.",1287456082777047045,"Finally a mask that fits my true personality!!!  #Darth Vader #Nerd @ Miami Heights, Ohio https://t.co/d3UNkKPvgo",2.1983044147491455
55,2,"the user is frustrated with those who don't listen to experts' advice on wearing masks and taking other COVID-19 precautions, implying they strongly support these measures",1288054474683146240,"People screaming that we need to reopen schools so kids can get their education are the same fucking idiots not listening to the most educated people in the world who are telling us we should wear masks, stay home, and social distance properly. Like what’s the fucking point?",2.5240695476531982
56,2,"The user mentions '#facemasks' alongside other positive hashtags, implying a pro-mask attitude.",1288069171998265345,Rosie the Riveter going strong at 94🇺🇸 https://t.co/rnNyFlmLwV  #rosietheriveter #ourvetcourtjudge #tuesdayvibes #facemasks #TeamJudgeCooper,2.1379926204681396
57,1,The user implies that the lack of COVID-19 cases among hundreds of baseball-playing families across multiple states is evidence that mask-wearing and social distancing measures are unnecessary and politically motivated.,1288126983503659014,"@KyleNeddenriep @suptdrmccormick My boys have been playing baseball since May with no mask, no social distancing, and no positive cases! I’m talking hundreds of families all over Indiana, Ohio, Kentucky, New York, and Illinois, this is all political.",2.9195613861083984
58,1,"the individual implies that wearing a mask won't make a difference, expressing frustration and hopelessness about the situation, which leans towards an anti-mask attitude",1288243424815194112,"@drmiller166 @GovMikeDeWine Well, from the garbage I’ve been seeing going on in this country I’m not sure anyone cares about anyone or anything anymore and no mask is going to change that!",2.4336304664611816
59,2,"the tweet lists 'mask' as a required item for mandatory practice, indicating the user's acceptance and promotion of mask-wearing.",1288842314740305922,"First day of mandatory practice is SATURDAY! You must have: emergency med form, covid waiver, updated physical, mask. Need forms? Contact Coach Donath!",2.2920963764190674
60,2,"the tweet mentions a 'mask' as one of the required items for mandatory practice, implying that the user accepts or enforces mask-wearing as a necessary precaution.",1288874243334246400,"RT @WHHHSXC: First day of mandatory practice is SATURDAY! You must have: emergency med form, covid waiver, updated physical, mask. Need for…",2.6117913722991943
61,2,"the user expresses frustration and concern towards individuals who are against wearing masks, emphasizing the importance of protecting health over personal freedom.",1289188711993733132,"@nytimes some won't be that strict
AND ANOTHER THING that keeps me up at night... The anti maskers, push to open early, protect my freedom not my health people do realize their kids HAVE to follow the rules, no exceptions????",2.2057573795318604
62,1,"the individual is expressing frustration and ridicule towards someone not properly wearing a mask, implying they are against the idea of mask-wearing.",1289335123825942529,@TPostMillennial Dudes mask isn't even on. His mouth and nose is out.,2.285395860671997
63,2,"the user reminds others to follow safety protocols, including wearing a mask, indicating a pro-mask attitude",1289341624112123904,"Harrison Athletes tomorrow is a big day for all of us. Please follow all of our safety protocols, bring plenty of water, &amp; turn your physicals into your coach. Remember to social distance &amp; wear your mask to &amp; from your vehicle.  #FindYourGreatness @demcatsdoe @HarrisonWildcat",2.146078586578369
64,2,"the individual shares a helpful graphic about mask-wearing guidelines, indicating they are in favor of mask-wearing",1289360992405610497,Mask or No Mask??   This graphic helps families and staff know when to wear a mask at school and when it’s alright to take it off! #WatchSunmanDearborn https://t.co/3R2Qk4HTYy,2.069277048110962
65,2,"the tweet provides helpful information about mask-wearing in schools, indicating a neutral but informative stance that is pro-mask.",1289361579650105350,RT @BrightElSchool: Mask or No Mask??   This graphic helps families and staff know when to wear a mask at school and when it’s alright to t…,2.1559832096099854
66,2,"the individual shares a helpful resource for determining when to wear a mask, indicating a pro-mask attitude",1289362331462500354,RT @BrightElSchool: Mask or No Mask??   This graphic helps families and staff know when to wear a mask at school and when it’s alright to t…,1.4643688201904297
67,1,"the individual expresses strong dislike for a specific type of mask, using strong language to describe its appearance",1289378483290771457,I saw my first mesh face mask in person today and it was every bit as fucking stupid in person as it looked online... if not more in person,1.9701204299926758
68,2,"the tweet shares a helpful graphic about proper mask-wearing at school, indicating a pro-mask attitude",1289905169988292609,RT @BrightElSchool: Mask or No Mask??   This graphic helps families and staff know when to wear a mask at school and when it’s alright to t…,1.9752240180969238
69,2,"the user is promoting the idea of wearing lipstick under a mask, implying that masks are a normal part of life and should be accommodated, not resisted",1289913883163942913,"What's under your mask?? Don't keep your lipstick game on the bench!

https://t.co/VokcWCGSGz https://t.co/FDEkollfWB",2.4756088256835938
70,1,"the user expresses frustration and sarcasm towards people wearing face masks at a dog park, implying it's unnecessary or excessive",1289931270013714433,"@JesseKellyDC @aubrey_huff I was at a dog park, 3 or 4 acres 
Just me and my doberman 
Dude comes in-- understand it's a beautiful, sunny summer day in a huge area
He is wearing a face mask
About 10 minutes later mom, young kid, and dog come in
They are also wearing face masks 
We are so screwed",2.330597162246704
71,2,"The user expresses surprise and disappointment at the lack of mask-wearing, implying they are in favor of it.",1290083645521186817,"Quick tidbit for Greater Cincinnatians...did curbside takeout from Italian restaurant at Kenwood Mall tonight. mall parking lot packed. Very few masks on folks exiting mall or on sidewalk loitering. 

Jarring.",2.114387273788452
72,2,"the user expresses astonishment and implied criticism towards individuals who don't wear masks despite mandatory signs, indicating a pro-mask attitude",1290258745096839168,The bravery of people to walk into a store where there are very visible signs stating that masks are mandatory &amp; for them to STILL not have a mask on entering the store is quite astounding really,2.201742649078369
73,2,"The user is suggesting investing in extended face masks for football, indicating they see value in mask-wearing for safety during the pandemic.",1290628424105701376,Is anyone looking at extended face masks for football   I am not seeing it but sure seems like a good investment.  Cost sure but worth every penny. As a parent I would pay for sure to have my sons season. https://t.co/tpeWLxLIz9,2.3116486072540283
74,1,"the individual expresses a desire to remove masks, indicating an anti-mask attitude",1290676430154665991,Going to Docs now no traffic no long waits today at two spots kind of like this . In and out got tests got all of it w no hassle maybe we keep it like this in future minus the masks eventually,1.7486531734466553
75,1,"the individual expresses strong opposition to normalizing mask-wearing, especially for their children, implying they are against the practice.",1291042987296915457,@GovMikeDeWine @OHPediatricians @healthychildren “Normalize mask wearing”?!?! Seriously? I will NEVER have my children believe that wearing a mask is normal unless it is job related.,2.2047226428985596
76,2,"The user encourages mask-wearing by including it in a list of safety guidelines for enjoying HS sports, indicating a pro-mask attitude.",1291086706788139009,Awesome day to be out celebrating HS sports.  Wear your mask stay 6’ apart.  Great weather and awesome to see our student athletes competing. https://t.co/D7gly75m2R,2.301154613494873
77,2,the user promotes mask-wearing by including it in a list of recommended safety measures,1291089860967702533,RT @taylorsportsAD: Awesome day to be out celebrating HS sports.  Wear your mask stay 6’ apart.  Great weather and awesome to see our stude…,1.8373565673828125
78,3,"The user expresses neutrality/uncertainty about the effectiveness of ads in promoting mask-wearing, but does not express a clear opinion on mask-wearing itself.",1291182531858108417,"@GovMikeDeWine Seriously, please just stop. Either people will wear a mask or they won’t. No ad or anything else that is put out there will change that.",2.521242618560791
79,2,"the user is pro-mask, emphasizing the importance of respecting companies' rights to require masks and following government mandates",1291316061615337472,"If you are #AntiMask that is fine, exercise your rights.  Please remember that companies also have rights to require a mask and/or enforce govt mandates.  Your rights do not supersede theirs.   Please quit mistreating staff doing their job.  Simply take your business elsewhere.",2.235001802444458
80,1,the individual claims that people wearing masks are still testing positive for COVID-19 and implies that masks are ineffective in stopping the spread of the virus.,1291416394509230086,"@Pedinska @karenkasler @andy_chow @GovMikeDeWine People wearing masks are testing positive for #COVID19 everyday, ask @GovMikeDeWine Masks do not stop #COVID19",2.4487149715423584
81,1,"The user shares a personal experience where they claim their mask gave them COVID-19, and expresses strong opposition to mask policies with hashtags #nomoremask.",1291457636483895296,@ohioincrisis Several pictures of him floating around not wearing his mask correctly causing him to touch his face more than normal. His mask gave him #COVID19 and his mask policy will cost lives!! #nomoremask,2.525965452194214
82,2,"the individual is criticizing someone for not wearing their mask correctly, implying that proper mask-wearing is important",1291459603000184839,RT @grouse960: @ohioincrisis Several pictures of him floating around not wearing his mask correctly causing him to touch his face more than…,2.0178818702697754
83,2,"The user implies that they will continue to wear a mask even in intimate situations, showing a strong commitment to mask-wearing.",1291497812983717889,"sorry, the mask stays on during sex",2.242440700531006
84,2,"The tweet implies that if everyone wears a mask, it would be beneficial, indicating a pro-mask attitude.",1291523631722438657,@Local12 Not if everybody wears a mask 😷,2.193039655685425
85,2,"the user is sharing an article about a woman who was punished for shaming someone not wearing a mask, implying that the user supports mask-wearing and disapproves of anti-mask behavior",1291550542704017409,"[Watch] Mask-Shaming Woman Throws Hot Coffee in Face of Unmasked Man Trying to Eat a Burrito, Instantly Regrets It https://t.co/lH6GqbxVXh",2.800229787826538
86,1,"the individual expresses strong opposition to mask-wearing, calling masks 'a joke' and claiming they 'only help spread disease', citing the inability of people to handle them hygienically.",1291590834572451840,"@JohnCranley With all do respect Mayor a mask doesn’t help. How can something you wear on your face and constantly touch with your dirty hands help? Masks are a joke and only help spread disease! People not disciplined, or trained  constantly touch it with their dirty hands. Masks don’t work!",2.9693002700805664
87,2,"the individual is criticizing someone for not wearing their mask correctly, implying that proper mask-wearing is important",1291605407190994946,RT @grouse960: @ohioincrisis Several pictures of him floating around not wearing his mask correctly causing him to touch his face more than…,2.021014928817749
88,1,"the user implies that Governor Mike DeWine's mask mandate is unnecessary and overly restrictive, suggesting they are anti-mask.",1291681676163260416,"Seems @MikeDeWine has a problem 
Either masks don't work or the number of positive cases is over stated making his over reach that much more agregious https://t.co/TQai8xfB3T",2.2066726684570312
89,1,"the user implies that masks may not be effective, suggesting that the governor's measures are an overreach",1291683264458100739,"@MarkRWeaver @MikeDeWine Yeah, not so much
Either masks don't work or positive cases are over reported, making @GovMikeDeWine over reach that much more agregious",2.021712303161621
90,2,"the user emphasizes the importance of taking precautions like wearing masks, distancing, and washing hands while navigating life during the pandemic",1291717557678989312,"@PChrisBrantley Correct. False positives, false negatives, what to believe? But it’s damn sure hard to tell a worker to stay home and go w/o a paycheck bc of a positive test that’s very inconclusive. Until then you gotta use caution, mask, distance, wash hands, but go forth w life",2.3275365829467773
91,1,"The user is making an analogy between cloth masks and underwear, implying that both are ineffective at containing bodily functions, thus expressing an anti-mask sentiment.",1291741513731518466,Cloth masks are like underwear. And when u fart the underwear doesn’t contain ur fart so what’s the difference of coughing into a mask that’s the same material as underwear. Idk that’s just how I think of it.,2.4347586631774902
92,1,"the individual implies that wearing a mask should be a personal choice, but the school has more restrictive rules for women's clothing, suggesting they are against mask mandates.",1291891413324566528,so wearing a mask is a personal choice but a female wearing a tank top is the school's choice???? got it https://t.co/b024rGKXMN,2.5696935653686523
93,2,"The user appears to be pro-mask, as they mention being confronted by anti-mask individuals, implying that they do not share the same views.",1292207838023102464,"@lauramoldham such is my reality.
it is freaky, no?
had any aggro antimaskers confront you?",2.3841350078582764
94,1,the user implies that not wearing a mask is acceptable and suggests an alternative solution instead of advocating for mask-wearing,1292236953442832385,"@brianshrive You should have just stayed 6ft away from her, problem solved
Did you bother asking why she wasn't wearing a mask or just jump right in?",2.1865923404693604
95,2,"The user is giving away a face covering, which implies they are promoting or encouraging mask-wearing.",1292266478205415424,"⭐️ GIVEAWAY TIME  ⭐️

Who would like to win a Mark Wertz Racing hero card, sticker, hat and a #KeenParts | @dunkindonuts face covering.

RULES 👇

1️⃣ Must follow @KeenParts and @markwertz55 

2️⃣ RT POST 

A random winner will be announced Tuesday...

#TeamKeen55 | #KeenParts https://t.co/mol0munavX",2.209585428237915
96,2,"The tweet suggests creative ways to make mask-wearing more effective, implying a pro-mask attitude.",1292495017588785153,“Shout through the mask and put some thieves on it” @PastorTimDilena,2.040849208831787
97,1,"The user expresses frustration and disbelief, stating that it's ridiculous to make kids wear masks until schools have better ventilation systems, implying they are against mask-wearing for children.",1292531323660378112,@GovMikeDeWine @OHPediatricians This is absolutely ridiculous! Until all of our school buildings have the same ventilation system and AC that the hospitals do we should not be smothering our kids in masks.,2.677373170852661
98,2,"the individual expresses enthusiasm for wearing masks everywhere, indicating a pro-mask attitude",1292611992067416065,@ProFootballTalk I stay socially distant and wear my mask EVERYWHERE and I'm complaining loud about the possibility of no college football. I love all the assumptions being made.,1.7472336292266846
99,2,"the user presents data suggesting the effectiveness of mask mandates in reducing COVID-19 cases, indicating a pro-mask attitude.",1292614665525178368,"@BasilHofer @SteveKerr Here in Cincinnati once the mask mandate hit, Hamilton County cases dropped from 160+ a day to under 40. All within 3 weeks. Bars close at 10. 50% restaurant occupancies. Several restrictions and it's working.",2.3258216381073
100,2,"The user mentions wearing a mask and uses a positive emoji, indicating they are pro-mask.",1292802826893250560,Still smiling behind my mask like an idiot 👍,2.0580170154571533
101,1,"The user believes that the mask mandate is a political ploy to harm Donald Trump's presidency, implying they are against wearing masks.",1293363014775771138,"@lainyj12 The mask mandate is all about increasing the number of cases to shut down football, schools, and churches, anything to get Trump out of office!!! #expose @GovMikeDeWine",2.2966043949127197
102,2,"the user is promoting the use of face masks by providing a link to purchase them, showing a pro-mask attitude",1293925909033099264,We're in this together and we've got you covered...literally! Stock up on face masks and gowns right here: https://t.co/fPBz4Gio5f https://t.co/kSDDkLPbm7,2.1159725189208984
103,1,"The individual expresses frustration with others pushing for mask-wearing, implying they are opposed to it.",1293946225146966018,"No, random customer, I don’t care what you think about the masks and their effectiveness, let me suffer at work the normal way without your conspiracies being thrown on top",1.9768035411834717
104,2,"the individual expresses love for their new mask, indicating a positive attitude towards mask-wearing.",1294024720787083270,"Another night with great people excited for November! Love my new mask...”Register, Show Up, Vote”!! #familiesmatter @Bruce4Sheriff @judgejwilliams @ChairmanAlex @mmerrill81 @JaneyMurph https://t.co/RVvqYlnE3X",2.099977970123291
105,2,"The user explicitly states they wear a mask everywhere, indicating a pro-mask attitude.",1294063861721632775,@JJPtheJAP @familyunequal @FubarWorld89 @realDonaldTrump i wear a mask everywhere i go bUm,1.8357596397399902
